Canny User ID,Topic Title,Comment,Created At
59e91b31775fc55c842b9f5c,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","I totally agree. There should be a way to add a delay so that the Station side
panel doesn’t open from the left (with app details) when hovering and
selecting an app.

As indicate, that panel covers up the web app and thus slows down the
switching between apps as you wait for that panel to close. For example, you
want to pick an app, see what’s new, pick the next app and so on. You
currently have to hover away from the app selection bar wait… wait, the panel
goes away, then you pick the next app.

It’s useful but I don’t need to see that every time I want to go between the
apps (I know there is keyboard shortcut but still a bit annoying).

",2017-11-16T15:00:19.308Z
5ddff985dd47de3c2e34f72c,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

I would be happy to have a setting to disable the hover and just use a right-
click.

",2017-11-17T18:00:24.555Z
5a6ffaefec6dbc4d8214e8aa,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Yes it makes sense.

We originally introduced this side-menu (we call it “sub-dock” ) so that
you can quickly switch between recently opened documents (for instance with
Google Drive). We then added info and buttons there, but that actually
requires less direct access.

Without adding a configurable option, the solutions you suggested, like adding
a delay, are clearly adoptable. I even think this menu should not exist if
there is no recent documents available (like for Gmail). We also consider
reducing the hover-zone that triggers the menu.

We’ll figure out how to prioritise that given our roadmap. We’ll let you know.

",2017-11-26T19:36:11.730Z
5de13ecc34bf1b3635f06c41,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Yay!!!
Thanks

",2017-11-27T15:12:30.895Z
5af299a82f41234e091b98dd,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

I really like the app and it helps me to keep things organized.

But this is the most annoying menu ever, and it quite frustrates me. I would
love to see a other solution for this!

",2017-11-30T10:01:00.377Z
5de142f234bf1b3635f07eba,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Yep if this could be sorted it would be much better!!!

",2017-12-04T10:05:54.995Z
5de143d3176c0972d3aca499,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

DennisKuscu:

> I would be happy to have a setting to disable the hover and just use a
> right-click.

This… all of this… 100%

",2018-01-23T04:27:41.260Z
5b89bc8f6cd3f86a82b5fb68,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

+1 for right click as well - this is the only part of the app that’s annoying.

",2018-01-26T14:08:47.480Z
5de13ee44d88ec6dd511bd23,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

+1 for right click !!!

",2018-02-11T17:24:47.993Z
5de14366176c0972d3aca158,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Really would like it asap. Just downloaded the app, but probably going back to
Slack because of that hover

",2018-02-16T09:37:30.369Z
5de1431a4d88ec6dd511c8e9,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

heavy +1, it’s really distracting and feels a little sluggish too

",2018-02-27T00:21:05.722Z
5910b7bdef50050f61baa26e,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Give that man a cookie! 100% agreed for a setting to trade hover for right-
click

I love the app but the hover is really annoying, especially for messaging app.

",2018-03-14T14:55:42.105Z
5de13f934d88ec6dd511c01f,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

I’m facing the same problem here  I looked for a place to send a feedback
precisely because of this issue. It is much better when the settings are in a
settings section rather this hover shortcut.

This settings is something that we set one or two times and done with it. And
if shortcuts really matter, right click will do the job for advanced users.

",2018-03-20T01:05:35.903Z
5de13d484d88ec6dd511b643,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Hi:
After using Station for a while, here is an observation. I am no expert; if
you place the “jump to” search bar at top and keep it stationary, then you
could have multiple columns of apps underneath (in the same space or less
even). If I only have 8 apps (as an example) then one column is sufficient,
(depending on the size of your screen of course). If I have 24 apps, then
three columns can appear below the search. Should you be able to customize
completely? Sure, but how much of a priority vs the other priorities on that
big plate.

It may be a quick fix so that the usage can guide the direction of it. The
columns of apps could collapse to the left, with the search bar stationary,
allowing a quick type and find for the app, activating the columns.Just a
thought. Thanks for reading.
Art Golombek
Custom Fit Marketing

",2018-03-20T17:40:31.357Z
5de13fc834bf1b3635f0714c,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

I never use the hover menu. It’s distracting and annoying. Perhaps add a delay
on hover to show? or right click like other members suggested.

However I think it show still show at least the name of the app on hover, but
in a way that it doesn’t bother.

",2018-04-05T15:01:27.706Z
5de14164bb2f336dd45fa32a,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Really it shouldn’t be a hover it should be on right click. It’s super super
annoying as a hover.

",2018-04-24T02:50:13.339Z
5de13e5534bf1b3635f069a8,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

is there any update on this one ?

",2018-05-02T17:01:02.287Z
5de140570732316dbb414b69,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

(1) hover menu covers important navigation items in underlying apps (2) it is
annoying that it comes up EVERY time. (3) the recessive black/grey background
makes it hard to read the page titles.

Knowing which app pages are open and having a way to quickly navigate to them
are both important , though. Perhaps expand the entire left sidebar upon
focus/hover and have the page titles appear vertically below the icon that was
hovered over. And then have the side bar collapse automatically upon loss of
focus?

Aside, IMHO, this is essentially a browser with, arguably, much better
navigation. Love the app and it has quickly become my go-to app.

",2018-05-09T18:47:18.312Z
5de14475176c0972d3aca81a,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

One way to cover less screen space during sub-dock item hover (which might
also help this issue: [Left side menu's hover state sometimes disturbs left
side app menu's](https://community.getstation.com/t/left-side-menus-hover-
state-sometimes-disturbs-left-side-app-menus/162?u=qaid)), is to reduce the
number of UI element in the hover state.

### For Apps with single account:

(I confess, I haven’t thought about multiple account scenarios)

Additional advantages shown in the above Suggested hover:

   [Changing names of bookmarks](https://community.getstation.com/t/changing-names-of-bookmarks/320?u=qaid) (so hovering over “Google Drive” enables an edit mode where the title for the app instance becomes customizable)
   Reduced cognitive load: for app instances with a single account, the hover UI is smaller and doesn’t provide duplicate info/functionality (in current implementation the “Home” button does the same thing that the sub-dock item does). Additionally, all of the existing functions are preserved: popout to new window, add account, settings workflow.

",2017-12-02T14:15:46.000Z
5c7e0340de9e6d485e2cf34e,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Just to add to this, I only want to see one Gmail Icon or Calendar Icon on the
left vertical menu bar, once I click on that Icon, for example Gmail, I can
then see a list of all my Gmail accounts, and I want to personalize the name
as mentioned in the original post. It’s not very intuitive to have 3 or 4
“home” listings.

Unless I’m missing something when I try to add a second similar account
(gmail, calendar, etc), get station creates another icon at the bottom of the
vertical list. Just to repeat, I would strongly prefer to see only one
instance of the app icon listed in the left vertical menu. When there are
multiple accounts, they are visible by clicking on the parent icon.

After playing with station for a day or two, this is the only feature that is
keeping me from adding it to my daily workflow.

Thanks,
Jason

",2018-04-22T06:31:32.970Z
5af2f5cf2f41234e091b9ed7,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

I completely agree with you. I have about 4 gmail accounts and Slack about the
same.
There is really something to do about this as well as for navigation.

",2018-05-22T09:44:19.308Z
5af2f5cf2f41234e091b9ed7,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

I would also love to be able to rename the apps and add colors for icons.

",2018-05-22T09:47:16.597Z
5de143ebea851a7cc691cb22,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

How do I turn off this popup?

It obscures the content that I am trying to look at. It gets in the way. Super
frustrating.

S.

",2018-01-16T14:48:59.000Z
5de1366d0732316dbb413e32,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

+1 for this, this hover is annoying, especially on laptop screens where space
is precious. Reworking the UI doesn’t have to happen now, or be a priority;
just give people the option to shut off the hover.

It’s such a fantastic app, by the way! Thanks for all your hard work.

",2018-06-06T20:45:22.450Z
5de142f234bf1b3635f07eba,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

 SUMMARY (your need in one sentence)

As a user I want to not see the secondary nav so that it doesnt show and then
mistake my click on the app for a click on the secondary nav that pops up
delayed

GIVE US CONTEXT (tell us about the current experience)

When I try to click on something sometimes the secondary side nav pops out
(delayed) and then I click and click that instead! Very annoying and I don’t
get the point of it anyway

",2017-11-30T15:31:37.000Z
5de1412b84a659363ba538d0,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

 SUMMARY (your need in one sentence)

As a user of like Slack, I want to quickly check if channels have messages, so
that I can read them.

GIVE US CONTEXT (tell us about the current experience)

When I click the different Slack channels, the overlay covers the Slack’s
sidebar.

PROVIDE DETAILS (tell us what you are looking to change)

I’d like to have the sidebar on the right side so that little hover overlay
does not overlap with page UI which often has sidebar on left side too.

DESCRIBE THE IMPACT (how would it change your experience)

The main advantages for me are:

   A bit less annoying to have something blocking the UI.

Thanks!

",2018-04-20T20:01:32.000Z
5de136c834bf1b3635f03f16,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

What about just change to the right the column?

Most of important things on webs/apps are on the left (usually way to read).
So if you want to change your screen, I think good position to not disturb
should be on the right.

[ station.jpg1920×1041 225 KB
](https://community.getstation.com/uploads/default/original/2X/a/a5ed5d493c9401cf7a5228a61848011f7fe14252.jpg
""station.jpg"")

",2018-07-19T08:07:52.393Z
5de13e690732316dbb414648,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

If a delay could be added to the expanding gmail sidebar as well that would be
awesome. It is the only thing that bugs me while using station I know it is
sort of nit picky.

THanks for the great app.

",2018-07-31T15:39:20.230Z
5de13e614d88ec6dd511ba6e,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

The informations when your mouse is over an app icon is really, really
anoying. It slow the use of station (you cannot clic on ‘inbox’ in gmail.

",2018-08-02T12:36:52.986Z
5de13cd7ea851a7cc691b943,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

I just discovered Station and this has literally been app I had wished for
past 2 years managing my several gmails and other web apps! Love it!

This topic so far has been the only major issue with my experience with it.
The side dock is insanely annoying! It’s hard to understand why making it a
right-click instead of hover is still not an option in preferences! I tried
moving it to the right side as some other user suggested but I could not find
that option…

Please fix it!

",2018-09-12T10:04:28.241Z
5de13c4134bf1b3635f05e60,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Hello.
Any chance to hide this popup?
I would also bring back default control buttons spacing, seems non consistent
with the whole macos now.
Thanks.

",2018-09-21T20:01:28.700Z
59e91b31775fc55c842b9f5c,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Will a change ever get made here? This thread was started a year ago. It’s the
first annoyance someone encounters as a new user and doesn’t get much less
annoying over time. At least add a Preference option to have the app bar
appear on the RIGHT - as it was suggested above by [@Clopez](/u/clopez) \-
that’s a good starting point.

It seems this + renaming apps/favourites is a common enough requirement that
it should be prioritized already.

Thanks!

",2018-09-27T13:12:54.442Z
5de13c44bb2f336dd45f85e4,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

when will it be solved?

",2018-11-05T16:36:21.652Z
5de13ba7bb2f336dd45f826e,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Brief description of the issue

My problem is that applications in the dock sometimes get stuck in display
mode after scrolling over them. I have to ‘re-scroll’ over them to disable
(close) the pop up display.



Mandatory details

   Trigger — Undetermined

   Issue — Applications in the dock sometimes get stuck in display mode after scrolling over them.

   Explanatory gifs/pictures —

   OS version — Mac OS Mojave 10.14.1

   Station version — 1.31.0

",2018-12-04T20:01:30.000Z
5de139d2bb2f336dd45f799e,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

When hovering on sidebar app icons the shortcuts appear but don’t always
disappear when I move my cursor back. I have to go back over, hover for a
second, and then go back out and they disappear.

",2018-12-07T16:11:11.000Z
5dc14c4fac91c42e9560c210,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

When will this issue be addressed? Seriously considering dropping station over
it, it’s so damn annoying.

",2018-12-12T02:20:35.678Z
5de135de0732316dbb413d61,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Brief description of the issue

My problem is that the sidebar menu expands when hovering mouse over apps, but
sometimes it doesn’t disappear when the mouse is no longer on the menu



Mandatory details

   Trigger Mouse moving away from the expanded sidebar menu (but not always)

   Issue When mouse moves away from the expanded sidebar menu, it sometimes gets stuck until the mouse returns back onto it and moves away again. But it happens randomly, I cannot detect an application or other regularity in occurrence)

   Explanatory gifs/pictures

[ Mouse no longer on expanded sidebar.jpg692×1720 207 KB
](https://community.getstation.com/uploads/default/original/2X/4/4c1aeb8fff2c58b76efc51f72490d9424092b715.jpeg
""Mouse no longer on expanded sidebar.jpg"")

   OS version Mojave 10.14.2 (18C54)

   Station version 1.33.0, Electron3.0.5

",2018-12-18T10:51:19.000Z
5de136e8c0e4046dc88722a2,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

I would love to not have the fly out menus in the way. i have to constantly
move the mouse around them to interact with the menus in each app. maybe an
option to turn them off or compress them significantly in the design.

",2019-01-03T17:03:44.000Z
5de13a7f0732316dbb4144a8,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Brief description of the issue

My problem is that … When switching apps by touching the icon on my surface
pro 6, the “mouse over” pop up stays on screen and doesn’t fade away
automatically



Mandatory details

   Trigger — switching apps with touchscreen instead of mouse

   Issue — “mouse over” pop up stays on screen

   Explanatory gifs/pictures —

   OS version — windows 10

   Station version — 1.35.0

",2019-01-07T01:13:30.000Z
5de1341cc0e4046dc88712dd,"The subdock is too big / side-panel is annoying / sidebar hover menu is
frustrating

","

Having trouble believing that Station developers think the hover on the
sidebar is a good idea. It’s clunky, irritating, and omnipresent. I’ll have to
stop using Station, which is otherwise an excellent app, if there isn’t an
option to turn it off. (It’s kind-of like a great new sweater, that looks
great, keeps you warm, but itches really badly.)

",2019-01-22T21:42:34.000Z
